,q1,q2,is_duplicate
2060,What do you call a group of dogs that share a house with their owners?,what is another name for a pack of dogs?,1
3757,What is the name of the character played by Daniel Radcliffe in the Harry Potter books?,Why was the Soviet Union forced to retreat?,0
1364,What is the main component of a tequila?,What is the main component of a Margarita?,1
5568,What is the only thing that can change one from a rat to a dog?,How can you become a dog from a rat?,1
6241,What does a zoologist study?,"What are the first two letters of each word of ""Seattle Sound""?",0
2962,How many years before the first human walked on the earth was the Earth made?,how many billion years ago was the earth formed?,1
4629,"What is the name of the musical instrument featured on the ""Annie"" soundtrack?",What is the name for the system where a person can get their name spelled randomly in a large database?,0
380,What kind of questions did Jerome K. Jerome ask?,What kind of questions did Jerome K. Jerome ask?,1
294,What was the tenth letter of the Greek alphabet?,How are birds classified?,0
3182,What is the name of the animal that is a member of the genus Equus?,What does an epiglottis consist of?,0
5646,"Which of the following is not an object: water, wood, air, or earth?","What is not an object: water, air, earth, or wood?",1
1054,Who was appointed to replace Stalin?,Who was the Soviet Union's Prime Minister when the Berlin Wall fell?,1
3402,What is the name of the game in which two teams of five try to score the most points by dividing up their playing field into sectors of 100?,What is the name of the group that sings the songs that make up the musical West Side Story?,0
4842,Where is the first temple of Isis located?,What is the name of the city in China which is the home of the country's parliament?,0
5093,What is the name of the person that takes a random question?,What is the name for the undeveloped land of the United States on which the original inhabitants lived?,0
2200,What is the name of the game that features a computer that serves as the player's avatar and is used to interact with other virtual characters?,What is the name of the alcoholic beverage that is a mixture of brandy and gin?,0
6827,"Which of the following is NOT a major body part of the human body: head, shoulder, elbow, thigh, knee, foot, hip, or back?",What is another word for a genital?,1
652,What is the first letter of the name of a dog?,Where is the National Maritime Museum?,0
3781,What kind of person is J. K. Rowling?,What is the main function of the olfactory system?,0
6784,"What is the name of the long-standing organisation, that aims to get rid of all corruption in the country?",What is the name of Nigeria's main anti-corruption watchdog agency?,1
291,How many countries have a coastline that is inland?,What is the atomic number of oxygen?,1
5861,Which religion was born from a cult?,How many octaves above middle C are the treble clef and bass clef tuned to?,0
7200,What is a kneadable substance?,What kind of game is a black hole?,0
833,How long does the school day last in the school year?,What is the name of the fictional country in which the movie Nineteen Eighty-Four is set?,0
4313,What is the main purpose of the new 'Made in Italy' label?,What does 'Made in Italy' promote?,1
4401,What is the main ingredient in a mojito?,How many atoms make up the atom of oxygen?,0
5540,What was the first book of the Bible translated into Greek?,What type of animal is a lion?,0
81,What is the name of the computer that was invented by James Watson in 1866?,What type of dog has a name that starts with the letter A?,0
7358,What are the main characteristics of a random walk?,What is the name of the wing of a butterfly?,0
6093,How are aqueducts classified?,What is the main reason to travel in a submarine?,0
2686,What is the name of the city in Nigeria which is the capital of the Niger Delta?,What is the name of the first book of the Bible?,0
2072,How did he die?,What is the name of the famous cynic who claimed to be the last of the ancient Greek philosophers?,0
7745,How many types of wood are there?,What is the name of the wood that has a natural resinous or sticky substance on its surface?,1
5862,What can be arranged in such a way that a player can throw a rock at the edge of a bowling ball?,What can happen at the end of a game?,1
4789,What is the name for a person that gives random advice?,"What is the name of the solitary, asymmetrical, reversible concave trough in a column of parallel sides of a right-angled triangle?",0
2004,What is the name of the long word or question that is randomly created at random?,Where are the 'Random' words created?,1
5971,What is the most common order of the alphabet?,What is the most common order of the alphabet?,1
5390,What was the name of the racial slur that African Americans were forced to repeat until they were no longer derogatory towards other races?,What is a common racial slur in American English?,1
